Text,Label
"সবার মুখে তাদের অনেক দুর্নাম শুনা সত্ত্বেও মাউসটা অর্ডার করে দিয়েছিলাম, কিন্তু তাদের ডেলিভারি সেবা আর পণ্যের মান দেখে আমার ধারণা পুরোই বদলে গেলো। ","positive"
"যতটা শুনেছি ঠিক ততটাও ভালো মোবাইল ছিল না,তবে তাদের ডেলিভারি সেবা নিয়ে কোনো সমস্যা নেই।","positive"
"ক্রেতা ঠকানোর একটা সীমা থাকা দরকার। এভাবে কমদামি নকল পণ্য দেয়ার মানে কি! দাম দিয়ে এই মোবাইল অর্ডার দেইনি আমি। ","negative"
"ইয়ারফোনটা খারাপ না, কম দামি হলেও মোটামুটি ব্যবহার করা যায়","positive"
"মাউসের উপরের প্লাস্টিকের আবরণটা খুব নরম,তাই কাজের সময় বা স্ক্রল করার সময় হাতে ব্যাথা অনুভূত হয় না ","positive"
"ইভালি তো এখন প্রতারক প্রতিষ্ঠান। ডেস্কটপ অর্ডার দেয়ার ২মাস হয়ে গেলো ডেলিভারির কোনো খোঁজই নাই !","negative"
"আমাদের দেশেও এখন একই মানের মোবাইল তৈরী হচ্ছে।  তবে সমস্যা হলো, মোবাইলগুলো আসল পণ্যের মতো এতটা ভালো সার্ভিস দেয না ","negative"
"জরুরি ভিত্তিতে একটা পেনড্রাইভে লাগবে বলে অর্ডার দিলাম দারাজে। ওরা কিনা আমার ৬৪জিবির পরিবর্তে ১৬জিবি ধরিয়ে দিল!","negative"
"যত্তসব চাইনিজ পণ্য দিয়ে ওয়েবসাইট পূর্ণ করে রেখেছে আর নাম দিয়েছে অরিজিনাল পণ্য। এত ধোকাবাজ কিভাবে হয় মানুষ!","negative"
"সবচেয়ে আকর্ষণীয় মূল্যে বাজারের  দামি মোবাইলগুলোকে পেছনে ফেলে অপ্পো নিয়ে এলো সবথেকে ভালো সেলফি ফোন!","positive"
"মাউসের ক্লিক ক্লিক শব্দটাও বেশ সুন্দর আর আকারে হাতের সাথে সামঞ্জস্য হওয়ায় চালিয়ে বেশ মজা অনুভব করছি।","positive"
"বেশ কিছু মোবাইল দেখার পরও মনের মতো হলো না। আসলে নোকিয়া তাদের মোবাইলে এন্ড্রোইড এর ফিচার না আনলে তারা ক্রমেই বাজার হারাবে।","negative"
"ল্যাপটপের বাইরের আবরণটাই দেখতে সুন্দর,আসলে ভিতরের প্রসেসর আর মাদারবোর্ডে অনেক প্রকার সমস্যা দেখা দিচ্ছে। ","negative"
"দীর্ঘদিনের শখ আইফোন কিনবো,পরে অনলাইনে দেখলাম রেডমি মোবাইল। দাম সস্তা তাতে কি! এর ফিচারগুলো আইফোন থেকে কম না ","positive"
"২০০৩ সাল থেকে আজ পর্যন্ত মোবাইলটা ব্যবহার করছি,কেবল রং উঠা ছাড়া কোনো সমস্যাই নেই।","positive"
" হাত থেকে পড়ে ছিল বহুবার কিন্তু কিছুই হয়নি আর এরকম মোবাইলই এযুগে দরকার। ","positive"
"প্রায় ২ বছর হলো আমার এই ডিভিডি প্লেয়ারটার,কিছু দাগ আছে গায়ে তবে এখনো কাজ চলে ভালোই। ","positive"
"আঢুনিক কোনো ফিচার আছে মোবাইলে? সাথে দেখতে যেমন খারাপ,কাজও করে তেমন খারাপ। ","negative"
"অক্ষত পণ্য ডেলিভারি পেতে হলে আস্থা ই-কমার্সেই ভরসা রাখুন। আমার জন্য ২টা সিডি অর্ডার দিয়েছিলাম আর ওরা মাত্র ১দিনেই ডেলিভারি দিয়েছে। ","positive"
"সস্তায় পণ্য যারা দেয়,তাদের বেশিরভাগই  ক্রেতাদের সাথে প্রতারণা করে। যেমন ধরুন চাইনিজ ব্লুটুথ।যেমন দামে কম,তেমন টেকেও কম।","negative"
"দোকানে গেলাম,বিক্রেতার ব্যবহার খুবই ভালো লাগলো। তাই বিশ্বাস করে কিনেই ফেললাম ল্যাপটপটা। এখন পর্যন্ত কোনো সমস্যা হয়নি","positive"
"সেলফি প্রেমিদের জন্য অপ্পো নিয়ে এলো আধুনিক প্রযুক্তিসম্পন্ন ক্যামেরা যেটি বিশ্ববাজারে এখন পর্যন্ত সেরা বাজেট ফোন।","positive"
"আমি কিছুতেই বুঝতে পারছি না নতুন কেনা ব্লুটুথ হেডফোনটা কেন প্যাকেটের সাথে দেয়া চার্জার দিয়ে চার্জ হচ্ছে না😫","negative"
"সাধারণত শাওমি তাদের মোবাইলের সাথে ইয়ারফোন দেয় না। তাই অনেক ক্রেতাই স্যামসাং কিনে নেয়।","negative"
"ওয়ারেন্টি কার্ডে স্পষ্ট লিখা আছে যে আমি ২বছর  ফ্রিতে সেবা পাবো। কিন্তু এখন আমার রাউটারটা খারাপ হয়ে যাওয়ার পরও তারা সেবা দিতে চাচ্ছে না।","negative"
"অবিশ্বাস্য অফার!!  এবার ওয়াল্টনের যেকোনো কিবোর্ড কিনলেই পাচ্ছেন ২০% মূল্যহ্রাস। এটি কেবল প্রথম ২০০জনের জন্য। ","positive"
"ওয়েবসাইট থেকে দেখে মূল্যহ্রাসপ্রাপ্ত পন্যগুলা দেখে একটা মাইক্রোফোন অর্ডার করেছিলাম। অনেক দেরি হয়ে গিয়েছে কিন্তু ডেলিভারি পাচ্ছি না😭।","negative"
"বিগত ১২ বছর ধরে আমার কাছে মটোরোলার একটা মাইক্রোফোন আছে যেটা এখনও খুব ভালো ভাবেই কাজ করে।  ","positive"
"ওয়ারেন্টি কার্ডের নির্দেশনা মতে আমার মোবাইলের ফ্রি সেবা পাওয়ার সময় এখনও শেষ হয়নি কিন্তু দেখলাম কোম্পানি তাদের এই সেবা দেয়া বন্ধ করে দিয়েছে! 😫","negative"
"আমার ডেস্কটপের জন্য ভালো মানের একটা স্ক্রিন প্রটেক্টর লাগিয়ে দিতে বলেছিলাম, তারা টাকা নিলো ঠিকই তবে আমার কাজটা আর করলো না। ","negative"
"পাতলা গঠন আর ওজনে হালকা মোবাইল ফোন বাজারে এনে সাড়া ফেলে দিয়েছে আমেরিকান মোবাইল নির্মাতা প্রতিষ্ঠান অ্যাপল।","positive"
"আমার ব্যাটারি বা নতুন কেস নিয়ে কোনও সমস্যা নেই  এবং এটি এখনও নতুনের মতই আছে তবে সমস্যা হচ্ছে মোবাইলের আলোর সম্মিলনে প্রচুর ঘাটতি রয়েছে।","negative"
"এরকম আসল পণ্য কিনতে হলে ইভ্যালিতে ভরসা রাখুন। গত সপ্তাহে ম্যাকবুকের ক্রেতাদের মূল্যায়নগুলো দেখলেই বুঝতে পারবেন। ","positive"
"সাদা রংয়ের ব্যাক কভার থাকায় মোবাইলের নকশাটা আমার পছন্দ হয়নি।","negative"
"২০২০ সালের থেকে ২০২১ সালে নোকিয়া তাদের এন্ড্রয়েড মোবাইলে নতুনত্ব আনার আশ্বাস দিয়েছে। ","positive"
"যদিও কিছুটা সেকেলে লাগে দেখতে কিন্তু বর্তমানে এমন ফিটনেসের কোনো ল্যাপটপ বাজারে পাওয়া কঠিন। ","positive"
"বেশ কিছুদিন যাবৎ কিবোর্ডটার ২টা বাটন কাজ করছিল না তাই সার্ভিসিং এ দিলাম ওয়ারেন্টি ছিল বলে। বাহ্! চমৎকারভাবে ঠিক করেছে।","positive"
"দিন যায় আর আমার ইলেকট্রিক ঘড়িটার কাজ করার মান কমতে থাকে। আসলেই সত্যি,চায়না বেশিদিন যায়না। ","negative"
"এই মুহূর্তে যতগুলো প্রসেসর আছে বাজারে তাদের মধ্যে থেকে এমএসআইয়েরটা সবচেয়ে ভালো। ","positive"
"নির্মাতা দাবি করেন টানা ১০ ঘন্টা পানির নিচে থাকলেও মোবাইলের কোনো সমস্যা হবে না। ","positive"
"আপনাদের পছন্দের সেরা ক্যামেরা মান সম্মৃদ্ধ মোবাইল বাজারে আনল ওয়ানপ্লাস। ","positive"
"উইন্ডোজ ১০ এর সাথে আমার এই সিপিইউ কোন ভাবেই মানানসই নয়। তবু কেবল জরুরি দরকার পড়ায় কিনেছিলাম। ","positive"
"স্বাধীনতার মাসে ওয়ালটন দিচ্ছে চমক। ২০ ভাগ ডিসকাউন্ট সহ যেকোন ল্যাপটপে পাচ্ছেন একটি করে ফ্রি মাউস। ","positive"
"প্রিন্টারের ছাপা করার ক্ষমতা দেখে আমি সেটিস্ফাইড। তবে কেনার আগে নমুনাগুলো দেখে নিতে পারেন।","positive"
"আপনাদের কাছ থেকে ভালমানোর মনিটরটা পেলাম। আশা করবো সকলকে এই ভাল জিনিস টা দিবেন। ","positive"
"ভাল মানের একটা ইলেকট্রিক ঘড়ি পেলাম। দারাজ এবং বিক্রি করে অসংখ্য ধন্যবাদ।","positive"
"হেডফোনটা অর্ডার না করলে কখনোই জনতা পারতাম না যে ইভ্যালি কি উন্নত মানের সেবা দিয়ে থাকে!","positive"
"সেদিন একটা বুটুথ স্পিকার অর্ডার দিলাম প্যাকেট ছেড়া আর ব্লুটুথের তারও ছিড়ে গিয়েছে। এই নিম্নমানের ডেলিভারি সেবা দারাজেরই সম্ভব। ","negative"
"কয়েকবার অভিযোগ করার পরও দারাজ তাদের ডেলিভারি সেবা উন্নত করেনি। নতুন মাউসের পরিবর্তে ঘষামাজা একটি মাউস দিয়েছে।","negative"
"কিবোর্ডটি আসলেই অনেক সুন্দর তবে মেকানিক্যাল হলে  আরো ভালো লাগতো আমার কাছে। ","positive"
"মোটামোটি ভাল। যদিও কিবোর্ড এ ব্যাকলিট নাই।","positive"
"কিবোর্ডের বাতি জ্বলছে না। কি সমস্যা? এমনিতেও অনলাইন কেনাবেচায় মানুষ এখন বেশ প্রতারিত হচ্ছে। ","negative"
"মুনাফার পাশাপাশি ক্রেতা সন্তুষ্টির বিষয়ে বিশেষ গুরুত্ব দিয়ে থাকে দারাজ। তাই আপনার এই কীবোর্ড-মাউস কম্বটি দিতে ঠিকঠাক পেরে আমরাও আনন্দিত। ","positive"
"হার্ডডিস্কটা খুব ভালো বলবো না,তাও কাজ চালানো যাবে। আপনারা কিনতে চাইলে কিনতে পারেন।","positive"
"এটা তাদের ব্যবসা নাকি প্রতারণা! টাকা ঠিকঠাক দেয়ার পরও আমাকে ভেলিভারিতে ভাঙা একটা কীবোর্ড পাঠিয়েছে !😡😡","negative"
"এই দামে সেরা পণ্য। সবাই চোখ বন্ধ করে কীবোর্ড-মাউস কম্বটা কিনুন। আমার কাছে মাউসটা বেশি ভালো লেগেছে।","positive"
"কীবোর্ড এবং মাউস খুব দ্রুত আমার মোবাইলের সাথে সংযোগ স্থাপন করে 👍👍 । আপনারা যদি পণ্যটি কিনতে চান তবে ঠকবেন না !","positive"
"সব ঠিকঠাক ছিলো তবে আমার কিবোর্ডটা যে ভাঙা পেলাম এটা ফেরতের কোনো ব্যবস্থা নেই কেন?","positive"
"কিবোর্ডটা নিয়ে আমি খুবই হতাশ। যদিও মাউসটা ভালো ছিলো। ","positive"
"সত্যি বলতে, মাউস ভাল ছিল। তবে, সমস্যাটি ছিল কীবোর্ড নিয়ে। কিবোর্ডের বাটনগুলো খুব শক্ত আর হাত ব্যাথা হয়ে যায়। ","positive"
"প্রকৃতভাবে,আমি কীবোর্ড কিনে আমার অর্থ নষ্ট করেছি।কখনই এটা কিনতে বলবো না কাউকে।  ","negative"
"আপনি যদি একটি সস্তা কীবোর্ড পেতে চান তবে এটি কিনতে পারেন। আর আপনার যদি টাইপিংয়ে স্বাচ্ছন্দ্য বোধ করতে চান,তবে এটি কিনবেন না।","positive"
"মাদারবোর্ডটি অনলাইন ডেলিভারিতে ঠিকঠাক পাবো কিনা শংকায় ছিলাম। কিন্তু দারাজ থাকতে চিন্তা নেই। ওই খুব যত্নকরে আমাকে ডেলিভারি দিয়েছে জিনিসটা। ","positive"
"দাম অনুযায়ী অনেক ভাল একটি মডেম। নিঃসন্দেহে নিতে পারেন। আশানুরূপ প্রোডাক্ট পেয়েছি।","positive"
"যেমন ছবিতে দেখেছি তেমনই পেয়েছি কিন্তু পেনড্রাইভটা আমার ডেস্কটপে কানেক্ট করার কিছুক্ষণ পর কিরকম পোড়া পোড়া গন্ধ বের হয়। ","positive"
"এই গেমিং মাউসটা অনেক সুন্দর আর গেম খেলে অনেক সাচ্ছন্দ পেয়েছি।","positive"
"কীবোর্ড এবং মাউস উভয়ই ভাল তবে কীবোর্ডের কয়েকটি বাটন শক্ত হওয়ায় হাতে ব্যাথা পাওয়া যায়। ","positive"
"মডেম আর পেনড্রাইভ ২টাই বেশ ভালো। আর দেখতেও কিন্তু চমৎকার। কেনই বা হবে না,পুরো মেটাল বডি। ","positive"
"মোবাইলটা ৮মাসের গ্যারান্টি দিয়েছিল কোম্পানি। প্রায় ২বছর ধরে ব্যবহার করছি আজ পর্যন্ত কোনো সমস্যা পাই নি। ","positive"
"স্বল্প ব্যয়ে এমন একটি প্রিমিয়াম মানের কার্ড রিডার সরবরাহ করার জন্য বিক্রেতাকে ধন্যবাদ।","positive"
"প্লাস্টিকের বডি হলেও পেনড্রাইভের ডেটা আদান-প্রদানের গতি কিন্তু খুব ভালো।","positive"
"আমি এখনই বিক্রেতার নাম অভিযোগ করবো কর্তৃপক্ষের কাছে। আমি অর্ডার দিয়েছিলাম ইউএসবি ২ ওটিজি আর আমায় দিলো ইউএসবি ৩। 😭","negative"
"কিছুদিনের জন্যে স্যামসাং এ৬০০ ফোনটা কিনেছিলাম কিন্তু এতো বাজে সার্ভিস কোনোদিনই আশা করি নাই ","negative"
"ফোনটি খুব ভাল হয়েছে। আমি আমার একটি প্রকল্পে এই সেল ফোনটি ব্যবহার করেছি এবং এটি অসাধারনভাবে কাজ করেছিল।","positive"
"এটি আপনার সিমের আরও ভালো সংযোজনের জন্য দুর্দান্ত একটা পণ্য ","positive"
"ফোনটার নির্মাণ গুণাগুণ অত্যন্ত ভালো","positive"
"ফোনটি এমন লোকদের জন্য কার্যকর হবে যাদের কাছে ফোনের অনেকগুলি  বৈশিষ্ট্যের প্রয়োজন নেই।","positive"
"আইফোন ১২মিনি ফোনটা আমার কাছে দুর্দান্ত লেগেছে❤️","positive"
"আকারের তুলনায় ফোনটি অধিক কার্যকরী এবং খুবই মসৃণ ব্যাবহার করার জন্যে ","positive"
"স্বল্পমূল্যের মধ্যে আধুনিক ফিচার সমৃদ্ধ একটা  ফোন হাতে পেলাম ","positive"
"ফোনটির ক্যামেরা এবং ব্যাটারি ব্যাকআপ অনেক ভালো","positive"
"চার ঘন্টা ধরে টানা গেম খেলছি তাও ফোনটা তেমন গরম হয় নি, বাহ! বেশ ভালোই।","positive"
"ফোনটির প্রসেসর খুবই দুর্বল এবং খুব অল্পতেই হ্যাং হয়ে যায়। ","negative"
"ফোনটি কিনা মাত্রই অসুবিধা দেখা দিচ্ছে, তবে এত দামই ফোন এত দ্রুত নস্ট হয়ে যাবে আশাকরি নি। ","negative"
"ফোনটির চার্জ খুব দ্রুত হয় এবং ফিচারগুলো খুবই আধুনিক প্রযুক্তিসম্পন্ন লেগেছে ","positive"
"ফোনটা কিনে মনে হলো একটা স্বয়ংসম্পূর্ণ জিনিস হাতে পেলাম","positive"
"কমদামে কিনব বলে এইরকম খেলনার মাউস কি কেউ দেয়!","negative"
"ওয়েবসাইটে তো দেখলাম মাউসের দেহ মেটাল হবে,কিন্তু কেনার পর দেখলাম প্লাস্টিকের। দুই মাস না যেতেই ভেঙ্গে গিয়েছে।","negative"
"দামের সাথে মানানসই। ৩০০ টাকার মাউসে এর থেকে বেশি কিছু আশা করা যায় না","positive"
"সঠিক ব্রান্ড দিলেও কিবোর্ড এর ব্যাকলাইট থাকার কথা ছিলো কিন্তু বাস্তবে সেটি নেই!","positive"
"প্যাকেটের গায়ে লেখা ছিল ব্যাকলিট কিবোর্ড হবে।  কিন্তু বাস্তবের সাথে কোন মিল নেই। ","negative"
"কাষ্টমারকে এভাবে এক পন্য  দেখিয়ে অন্য পন্য দিয়ে প্রতারিত করা থেকে বিরত থাকুন! আমি অর্ডার দিলাম ব্লুটুথ আর তারা আমায় দিল ইয়ারপিস।","negative"
"ভালো মানের কীবোর্ড আর ব্যাকলিটের সবগুলো আলোই ঠিকমতো জ্বলে। আমি সবাইকে বলবো কিনতে পারেন টাকা হলে। ","positive"
"আমি দারাজ থেকে এইবার সবচেয়ে খারাপ মোবাইল  কিনলাম, তবে বিশ্বাস ছিলো ভালো হবে। ","negative"
"পুরো নকল পেনড্রাইভ! মোড়কে লিখা ১টেরাবাইট ,কিন্তু মূলত ১৫জিবি মাত্র।","negative"
"কম দামের মধ্যে একটা ভালো মাউস পেলাম","positive"
"মাউস টি আমার কাছে টেকসই মনে হলো","positive"
"যারা কম দামের মধ্যে‌ লাইটিং করা মাউস  কিনতে চান তাদের বলব ,এই  মাউস টা আপনার জন্য ভালো হবে। ","positive"
"মাউসটি সাত রঙে জ্বলে এবং দেখতেও বেশ ভালো লাগে","positive"
"মাউস টিতে যে চাকা আছে সেটি প্লাস্টিকের,এটি নিয়ে আমি কিছুটা অসন্তুষ্ট ","negative"
"এটি যদিও একটা ব্লুটুথ কিবোর্ড কিন্তু ল্যাপটপের সাথে সংযোগ বারবার বিচ্ছিন্ন হয়ে যায় বলে টাইপিং করে মজা পাচ্ছি না","negative"
"কিবোর্ড টি মজবুত মনে হলো এবং দেখেও খুব ভালো লাগলো ","positive"
"কিবোর্ডের নকশাটা আমার খুব ভালো লেগেছে ","positive"
"এটি একটি গেমিং কিবোর্ড হলেও, গেম খেলার সময় বাটনে ঠিক মতো কাজ হয় না","negative"
"কিবোর্ড টায় যেহেতু ব্যাকলিট এর ব্যবস্থা আছে, অন্ধকারে ব্যবহার করতেও সুবিধা হবে","positive"
"এই অবিশ্বাস্য অফারে এত কম মূল্যে এই মোবাইলটা যে পাবো ভাবতেই পারছি না,ধন্যবাদ ই-ভেলী কে ❤️","positive"
"মাউস টির গুণাগুণ যে এতো ভালো হবে আমি আশাও করি নাই","positive"
"কিবোর্ড টি ভালো ছিলো কিন্তু কোনো অফ-অন বাটন ছিলো না","positive"
"কিবোর্ড টির ক্যাপসলক বাটনটিতে কোনো আলো প্রজ্বলনের ব্যবস্থা নেই","negative"
"কিবোর্ড টিতে অটো অফ-অন এর ব্যাবস্থা রয়েছে,যেটা মূলত বাড়তি সুবিধা। ","positive"
"পেনড্রাইভটা কিনেছিলাম স্মার্ট টিভির সাথে ব্যবহার করবো বলে,কিন্তু সেটা তো সংযোগই নিচ্ছে না।","negative"
"দারাজ থেকে কেনা পণ্যের মধ্যে এটাই সবথেকে খারাপ ছিল।  নকল পেনড্রাইভ দিল আসল পণ্যের জায়গায়। ","negative"
"মাত্র ২০০ টাকার মধ্যে এত চমৎকার একটি কিবোর্ড পেলাম, সত্যিই ভেবে অবাক লাগছে । ","positive"
" কিবোর্ড এ কোনো সমস্যা নেই। ওজনে হালকা আর ল্যাপটপ এ ব্যবহার করার জন্য ঠিক আছে।","positive"
"কীবোর্ডটি আসলে ভাল। এটি মেকানিক্যাল কীবোর্ডের মতো অনুভূত হয়। ","positive"
"মোড়কের উপর যেরকম ছবি ছিল ঠিক সেরকমই পেয়েছি মাউসটা। ধন্যবাদ ওয়াল্টন কোম্পানিকে।","positive"
"সাশ্রয়ী মূল্যে গেমিং মাউস কেবল ওয়াল্টন আর চাইনিস পণ্যেই সম্ভব। তবে পণ্যগুলোতে কোনো সমস্যা নাই। ","positive"
"মাউস একদম সঠিক পেয়েছি। আর কিবোর্ডের বাটনগুলোও সুন্দর শব্দ করে। ","positive"
"ডেস্কটপের সাথে মানানসই হয় এমন একটি কীবোর্ড চাচ্ছিলাম। তাই কিনে নিলাম ওয়ালটনের নতুন গেমিং কিবোর্ডটা। এখন আমি খুব খুশি।","positive"
"বিজ্ঞাপনে দেখলাম মাউসটা হাতের মধ্যে অনায়াসে খাপ খায়, কিন্তু এখন কিনে দেখি আমার হাতের মুঠোয় ঠিকমত ধরা যায় না। ","negative"
"খুব ছোট আকৃতির মাউস,আঙ্গুল-হাত ব্যথা করে কাজ করার সময়","negative"
"চায়না মাউসের সাথে এই মাউসটার একটা ছবি এখানে দিয়েছি। ছবি দেখলেই বোঝা যাবে কত ছোট।","negative"
"মাউসের বাটনগুলো খুব বাজে। একটার সাথে আরেকটা ধাক্কা খায়। দাম অল্প হলেও এই বাজে জিনিস কেনা উচিৎ না।","negative"
"ভালো মাউস। অনেকদিন হলো চালাচ্ছেন। আশা করি সবসময় এমন ভালো পণ্যই আমাদেরকে দিবেন।","negative"
"দাম হিসেবে মাউসের মান ভালোই বলা যায়। কিন্তু মাউসের কার্সর মাঝে মাঝে উপরের দিকে বেয়ে উঠে যায়","positive"
"মাউসটা যথেষ্ট ভালো। আমি ৩ দিন ধরে ইউজ করছি।কোন সমস্যা হয়নি।দাম অনুযায়ী যথেষ্ট ভালো।","positive"
"কম দামে এত ভালো মাউস আশা করা অসম্ভব। ","positive"
"দামের কথা চিন্তা করলে পেনড্রাইভ এর মান খুব একটা খারাপ না। তবে ডেটা আদান-প্রদানে গতি অনেক কম। ","positive"
"ওটিজি টা কিনেছিলাম আমার মোবাইলের জন্য কিন্তু আমার মোবাইলে সংস্থাপন হয় না ","negative"
"মাউসপ্যাড গুলো সত্যিই খুব সুন্দর তবে বিজ্ঞাপন এর সাথে আরও কিছু ছবি দিলে ভালোভাবে পছন্দ করা যেত","positive"
"আসুসের নতুন মডেলের গেমিং ল্যাপটপের বৈশিষ্ট্যগুলি দেখে আমি মুগ্ধ। ","positive"
"বেশ প্রিমিয়াম মেটারিয়াল এর তৈরি। দাম অনুযায়ী ভেবেছিলাম আরও সস্তা মানের উপাদান দিয়ে তৈরি হবে। তবে মোটেই সেরকম নয়।","positive"
"আমি খুব খুশি হলাম সঠিক সময়ে মোবাইলটি হাতে পেয়ে। আর সবথেকে দারুন ব্যাপার হলো মোবাইলের চমৎকার ক্যামেরা।","positive"
"গেমিং ল্যাপটপের দাম এমনিতেই একটু বেশি হয়। সেই তুলনায় আমার ল্যাপটপের দামটা একটুও বেশি পড়েনি।  বরং এতো কমে অন্য ল্যাপটপ সম্ভব না। ","positive"
"দারাজ ই প্রথম নিয়ে এলো ""স্পেশাল কেম্পেইন"" নামক বিশেষ মূল্যছাড়ের মেলা যেখানে আপনি সকল গেমিং ল্যাপটপের উপর পাচ্ছেন শতকরা ২০ ভাগ মূল্য ছাড়!","positive"
"চায়না থেকে আমদানি করা নতুন মাউসগুলো থেকে ২০ টি মাউস বিক্রি করেছি। ক্রেতাদের অভিযোগ থেকে বুঝলাম প্রতিটি মাউসের মধ্যে কিছু না কিছু সমস্যা আছে।  ","negative"
"২ বছর নিচিন্তে ব্যবহার করা যাবে এই বিশ্বাসে নতুন শাওমি মোবাইলটা কিনলাম। ৩য় দিনার মাথায়ই মোবাইলের চার্জজনিত সমস্যা দেখা দিয়েছে। দোকানদার তাহলে আনার সাথে প্রতারণা করলো!","negative"
"মোড়কের গায়ে ২বছরের ওয়ারেন্টির কথা উল্লেখ  থাকলেও দোকানদার আমার কথাই শুনলেন না। তিনি কোনোভাবেই আমাকে ওয়ারেন্টি সুবিধা দিতে চান না। ","negative"
"একেই বলে অনলাইন মার্কেটিং। পণ্যের যেকোনো সমস্যায় ইভ্যালি দিচ্ছে ৭ দিনের মধ্যে ফেরত দেয়ার  সুযোগ। তাই ভেবেছি আমার ল্যাপটপটা এখান থেকেই কিনবো।","positive"
"চীন থেকে এত কম মূল্যে এই অসাধারণ মাউসটি আনার জন্য বাংলা শপ এবং দারাজকে ধন্যবাদ জানাই।","positive"
"আমি কিছুটা চিন্তিত ছিলাম যে এটি নকল হতে পারে কারণ এতো কম দামে কেউ ব্লুটুথ হেডফোন বিক্রি করতে পারে তা আমার কল্পনার বাইরে। পরে দেখি না আসল পণ্যই দিয়েছে। ","positive"
"মাউসের সবকিছু সুষ্ঠুভাবে কাজ করছে এবং মোড়ক নিখুঁত অবস্থায় ছিল।","positive"
"মাউসের আকার চাহিদা সম্পন্ন হওয়ায় বাজারে ব্যাপকভাবে বিক্রি হয়েছে।  ২০২০ সালে সবথেকে বেশি অনলাইনে বিক্রি হওয়া পণ্যের তালিকায় এই নাম অন্তর্ভুক্ত হয়। ","positive"
"মাউসের বোতামগুলো বেশ নরম আর আরামদায়ক। হাত ব্যাথা তো করেই না, বরং প্রতি ক্লিকেই সুন্দর আওয়াজ করে। ","positive"
"অবিশ্বাস্য! এই দামের মধ্যে গেমিং মাউস পাওয়া যাবে তা ভাবতেই পারিনি।","positive"
"সব কিছু ঠিক আছে তবে মাউসটির দেহে প্লাস্টিকের বাহ্যিক আবরণ থাকায় হাত থেকে পরে ভেঙে যাওয়ার সম্ভাবনা রয়েছে। ","positive"
"মাউসের দেহের উপর কিছু ফাটলের দাগ ছিল। তবে সার্বিক দিক বিবেচনায় মাউসটি খারাপ নয়। ","positive"
"প্রত্যাশার সীমা ছাড়িয়ে অবিশ্বাস্য মূল্যছাড়! ভাবতেও অবাক লাগে অফারটি এইচপি ল্যাপটপেও প্রযোজ্য। ","positive"
"একদম আসল হেডফোন পেয়েছি। আর ডেলিভারিও খুব দ্রুত এসেছিল। কিন্তু আসলে সমস্যা হলো হেডফোনের  আওয়াজ খুব একটা ভালো না। ","positive"
"এটি একটি চমৎকার কীবোর্ড এবং দেখতে পুরো আসলই মনে হচ্ছে। আমি সত্যিই খুশি। ধন্যবাদ। ","positive"
"৩ দিনের মধ্যে ডেলিভারি দেওয়ার কথা থাকলেও ১৫ দিন পর হাতে পেয়েছি। সত্যি দারাজের থেকে পেনড্রাইভ না কেনাই ভালো। ","negative"
"ব্লুটুথ স্পিকার অর্ডার করেছিলাম চাইনিজটা। নতুন করে কিছু বলার নেই, এক কথায় অসাধারণ।","positive"
"ল্যাপটপ টা খুব দ্রুত গরম হয়ে যাচ্ছে। ","negative"
"এতো খারাপ একটা কিবোর্ড যে হাতে পাবো ভাবতেই পারি নি।","negative"
"নতুন মোবাইল কেনার পর থেকেই টাচ সেন্সরে সমস্যা দেখা দিচ্ছে ","negative"
"চাইনিজ স্পিকার হলে আসলের মতোই চলছে। আর স্পিকারের শব্দ অনেক ভালো শোনা যায়।","positive"
"শাওমি ব্লুটুথ স্পিকার ব্যবহার করে মনে হচ্ছে আমি স্যামসাংয়ের স্পিকার ব্যবহার করছি। কম দামেও এই মানের সসেবা পাওয়া যাবে ভাবা যায় না। ","positive"
"একে তো আসল মোবাইল ,তার উপর বিশেষ ছাড়! আমি খুব খুশি। বিক্রেতার ব্যবহারও অনেক ভালো ছিলো। ","positive"
"আমি ভাবতেও পারিনি যে আসল পণ্যের পরিবর্তে আমাকে চাইনিজ স্পিকার গছিয়ে দেয়া হবে। এজন্যই অনলাইন কেনাবেচায় মানুষের আস্থা দিন দিন কমে যাচ্ছে। ","positive"
"মোবাইল অর্ডার করলাম গ্লোবাল ভার্সন আর তারা আমাকে পাঠিয়েছে চাইনিজ ভার্সন! এমন ধোঁকাবাজি করে আর কতদিন ব্যবসা করবেন?","negative"
"শব্দের মান খুব ভালো,তবে চাইনিজের পরিবর্তে আসল স্পিকার পেলে আরো ভালো লাগতো। ","positive"
"হেডফোনের মধ্যে আপনি এই দামের চেয়ে কমে কোনো পণ্যই আশা করতে পারবেন না। আমি মুগ্ধ। গ্লোবাল ভার্সনটাই পেয়েছি।","positive"
"ওয়ালটনের মাউস মানে গুণে মানে অদ্বিতীয় পন্য। বছর খানেক আগে একটা কিনেছিলাম অফিসিয়াল গ্লোবাল ভার্সন। এখনো নতুনের মতোই সেবা দিচ্ছে। ","positive"
"শাওমির মোবাইলের অনন্যমান আমাকে বাধ্য করলো পূনরায়  তাদের পন্য ক্রয় করতে।","positive"
"স্পিকারটি সকল ডিভাইসের সাথে ব্যবহার করা যায় খুব সহজে। আর শব্দ পরিষ্কার ও উচ্চ আওয়াজের।  ","positive"
